yymmdd,day_of_year,Depth,Chl,Temp,Sal,O2,NO3,PO4,POC,PON,POP,TOC,TON,TOP,BAC,PP,year,month,day
2013-01-23,23.0,140.8,0.019,20.382,36.596,199.4,1.35,0.04,2.86,2.28,0.007,61.3,5.1,89.0,4.9,0.01,2013,1,23
2013-02-13,44.0,6.5,0.273,19.599,36.547,222.6,0.15,0.0,24.2,4.45,0.011,63.8,4.3,68.0,6.3,15.11,2013,2,13
2013-02-13,44.0,20.6,0.322,19.612,36.547,222.6,0.16,0.0,24.04,4.26,0.01,63.7,4.5,57.0,6.4,14.9,2013,2,13
2013-02-13,44.0,39.9,0.37,19.615,36.547,222.4,0.15,0.0,24.13,3.97,0.001,63.6,4.7,76.0,6.5,10.05,2013,2,13
2013-02-13,44.0,59.9,0.37,19.616,36.547,222.2,0.16,0.0,25.18,4.97,0.01,63.5,4.7,81.0,6.6,4.13,2013,2,13
2013-02-13,44.0,79.6,0.263,19.619,36.547,222.0,0.2,0.0,22.55,4.77,0.009,63.2,4.7,70.0,6.1,1.48,2013,2,13
2013-02-13,44.0,99.5,0.283,19.623,36.547,221.9,0.22,0.0,47.5,4.77,0.011,62.5,4.8,64.0,6.6,0.32,2013,2,13
2013-02-13,44.0,120.5,0.253,19.609,36.546,221.3,0.25,0.0,22.4,4.58,0.01,61.3,4.7,67.0,6.2,0.1,2013,2,13
2013-02-13,44.0,139.4,0.244,19.398,36.567,201.4,1.88,0.06,8.67,2.97,0.009,60.7,4.8,132.0,3.0,0.39,2013,2,13
2013-04-07,97.0,6.6,0.283,19.65,36.609,226.7,0.0,0.04,57.33,26.29,0.013,64.8,4.4,62.0,8.5,9.74,2013,4,7
2013-04-07,97.0,20.6,0.273,19.65,36.609,226.5,0.0,0.05,45.93,8.47,0.013,64.4,3.9,63.0,7.6,9.95,2013,4,7
2013-04-07,97.0,40.6,0.322,19.598,36.622,226.3,0.0,0.05,45.37,9.04,0.014,64.5,4.4,63.0,7.8,7.8,2013,4,7
2013-04-07,97.0,60.6,0.322,19.499,36.626,225.9,0.0,0.08,57.1,15.02,0.012,63.6,4.5,64.0,8.2,4.5,2013,4,7
2013-04-07,97.0,79.9,0.302,19.337,36.6,225.1,0.06,0.04,32.22,7.06,0.014,62.9,4.5,80.0,6.9,1.22,2013,4,7
2013-04-07,97.0,99.6,0.312,19.31,36.604,221.6,0.5,0.05,32.22,7.06,0.014,60.3,4.5,77.0,5.5,0.24,2013,4,7
2013-04-07,97.0,120.9,0.097,19.297,36.606,220.9,0.73,0.06,16.35,3.24,0.002,60.2,4.2,78.0,5.2,0.15,2013,4,7
2013-04-07,97.0,140.6,0.049,19.272,36.601,216.6,1.5,0.09,16.35,3.24,0.004,60.2,5.1,116.0,3.7,0.03,2013,4,7
2013-04-24,114.0,5.5,0.039,20.997,36.672,223.1,0.0,0.04,21.75,12.92,0.009,66.0,4.5,40.0,7.4,2.74,2013,4,24
2013-04-24,114.0,20.0,0.059,20.995,36.672,223.0,0.0,0.05,10.95,7.82,0.006,64.7,4.3,32.0,7.2,2.6,2013,4,24
2013-04-24,114.0,39.9,0.059,20.896,36.671,223.0,0.0,0.05,10.62,6.62,0.006,64.2,4.4,27.0,5.9,1.92,2013,4,24
2013-04-24,114.0,59.1,0.097,20.102,36.643,221.0,0.0,0.0,19.71,11.6,0.008,64.4,4.4,44.0,7.0,1.62,2013,4,24
2013-04-24,114.0,81.0,0.292,19.828,36.631,217.0,0.0,0.04,15.55,8.15,0.009,59.5,4.4,77.0,6.9,1.53,2013,4,24
2013-04-24,114.0,100.0,0.244,19.567,36.616,208.2,0.84,0.05,6.43,6.55,0.006,57.7,4.6,58.0,6.0,1.22,2013,4,24
2013-04-24,114.0,120.8,0.078,19.316,36.588,202.1,1.85,0.09,6.43,6.55,0.006,56.7,5.0,73.0,3.5,0.25,2013,4,24
2013-04-24,114.0,140.3,0.156,19.136,36.569,193.7,2.71,0.12,3.72,6.48,0.004,55.7,5.2,110.0,3.2,0.1,2013,4,24
2013-06-16,167.0,4.6,0.049,23.777,36.668,213.8,0.0,0.0,44.58,4.15,0.007,67.2,4.4,64.0,7.5,4.47,2013,6,16
2013-06-16,167.0,20.4,0.049,22.795,36.659,214.8,0.0,0.0,43.42,4.48,0.007,67.0,3.9,46.0,6.7,4.55,2013,6,16
2013-06-16,167.0,39.4,0.049,20.917,36.644,229.5,0.0,0.0,46.33,5.26,0.008,65.0,3.9,51.0,6.3,5.88,2013,6,16
2013-06-16,167.0,58.8,0.117,19.952,36.601,235.7,0.0,0.0,81.89,11.65,0.012,64.1,4.1,58.0,7.7,2.54,2013,6,16
2013-06-16,167.0,78.3,0.195,19.344,36.586,231.0,0.0,0.0,45.33,5.46,0.013,62.5,4.5,60.0,7.4,4.23,2013,6,16
2013-06-16,167.0,100.0,0.351,19.055,36.579,218.7,0.28,0.0,57.5,6.58,0.013,61.0,4.3,51.0,7.0,2.72,2013,6,16
2013-06-16,167.0,120.1,0.136,18.854,36.564,211.1,1.42,0.06,41.66,7.5,0.01,59.2,5.2,88.0,3.9,0.52,2013,6,16
2013-06-16,167.0,140.1,0.117,18.718,36.552,213.7,1.7,0.06,35.05,3.16,0.006,57.5,5.7,106.0,3.7,0.11,2013,6,16
2013-07-06,187.0,4.5,0.029,26.975,36.725,204.3,0.0,0.0,29.83,8.82,0.008,65.8,4.7,32.0,7.1,2.2,2013,7,6
2013-07-06,187.0,20.7,0.039,24.746,36.629,212.4,0.0,0.0,34.51,10.02,0.007,66.7,3.9,46.0,6.8,2.26,2013,7,6
2013-07-06,187.0,41.1,0.049,21.936,36.635,232.1,0.0,0.0,35.48,9.57,0.009,65.4,3.7,46.0,7.1,2.15,2013,7,6
2013-07-06,187.0,59.8,0.088,20.71,36.612,237.5,0.0,0.0,33.67,9.82,0.011,64.1,3.6,49.0,8.0,2.03,2013,7,6
2013-07-06,187.0,79.7,0.312,19.77,36.603,227.0,0.0,0.0,34.77,8.48,0.009,61.1,4.4,49.0,7.5,1.66,2013,7,6
2013-07-06,187.0,100.0,0.312,19.348,36.585,222.0,0.0,0.0,30.4,9.37,0.01,59.9,3.7,46.0,6.9,0.84,2013,7,6
2013-07-06,187.0,119.7,0.185,19.019,36.572,208.9,0.87,0.0,21.36,9.94,0.007,58.1,3.9,32.0,4.7,0.33,2013,7,6
2013-07-06,187.0,140.4,0.088,18.862,36.565,207.6,1.76,0.06,13.62,8.3,0.005,56.9,4.2,69.0,3.4,0.08,2013,7,6
2013-09-18,261.0,3.7,0.059,27.677,36.449,220.7,0.0,0.0,19.33,3.4,0.005,67.9,4.2,72.0,4.5,1.35,2013,9,18
2013-09-18,261.0,20.0,0.059,27.742,36.491,219.2,0.0,0.0,21.79,4.04,0.005,66.2,3.8,74.0,4.3,1.83,2013,9,18
2013-09-18,261.0,40.2,0.059,25.073,36.707,246.1,0.0,0.0,23.52,4.81,0.007,65.3,3.9,76.0,6.4,2.05,2013,9,18
2013-09-18,261.0,59.6,0.166,22.159,36.667,232.9,0.0,0.0,26.5,5.2,0.008,64.3,4.0,76.0,6.1,3.16,2013,9,18
2013-09-18,261.0,79.7,0.205,20.923,36.646,224.0,0.0,0.0,25.44,5.39,0.013,63.2,4.8,74.0,5.7,1.99,2013,9,18
2013-09-18,261.0,99.5,0.224,19.812,36.622,213.5,0.0,0.0,14.96,3.65,0.007,61.8,5.2,91.0,4.3,0.76,2013,9,18
2013-09-18,261.0,119.8,0.156,19.281,36.594,207.9,0.14,0.0,17.25,3.97,0.003,60.4,5.7,72.0,3.3,0.29,2013,9,18
2013-09-18,261.0,140.2,0.058,18.889,36.573,205.0,0.69,0.0,9.23,2.49,0.009,59.4,6.4,119.0,3.3,0.12,2013,9,18
2013-10-20,293.0,3.7,0.059,26.048,36.138,204.1,0.0,0.0,19.6,3.57,0.006,67.1,4.6,50.0,4.8,1.71,2013,10,20
2013-10-20,293.0,19.4,0.059,26.004,36.148,203.5,0.0,0.0,20.93,4.19,0.008,66.0,3.8,70.0,5.8,2.1,2013,10,20
2013-10-20,293.0,39.7,0.078,25.999,36.183,204.1,0.0,0.0,16.79,3.3,0.007,65.3,4.1,75.0,4.8,1.73,2013,10,20
2013-10-20,293.0,60.0,0.137,24.142,36.504,207.6,0.07,0.0,18.54,3.98,0.011,63.3,4.5,71.0,5.9,3.16,2013,10,20
2013-10-20,293.0,79.5,0.302,22.827,36.596,193.4,1.18,0.06,19.57,3.91,0.008,61.5,4.2,107.0,6.6,2.27,2013,10,20
2013-10-20,293.0,99.8,0.029,21.559,36.641,191.9,1.95,0.11,9.47,2.83,0.005,59.8,4.8,136.0,3.2,1.02,2013,10,20
2013-10-20,293.0,119.9,0.107,20.471,36.632,197.2,1.93,0.1,8.79,2.21,0.004,58.6,4.8,117.0,2.5,0.23,2013,10,20
2013-10-20,293.0,140.9,0.01,19.819,36.625,200.8,1.92,0.1,6.13,2.28,0.003,57.7,4.8,136.0,2.8,-0.06,2013,10,20
2013-11-15,319.0,2.9,0.117,23.799,36.332,212.9,0.0,0.0,19.54,3.73,0.008,67.2,3.5,88.0,5.2,3.84,2013,11,15
2013-11-15,319.0,20.3,0.117,23.818,36.331,211.6,0.0,0.0,17.54,3.53,0.006,66.2,3.9,66.0,5.0,4.77,2013,11,15
2013-11-15,319.0,40.8,0.127,23.817,36.331,211.7,0.0,0.0,18.37,3.73,0.004,65.7,3.8,79.0,5.6,2.32,2013,11,15
2013-11-15,319.0,59.7,0.166,23.802,36.333,234.5,0.0,0.0,23.92,4.95,0.011,64.0,3.7,76.0,6.1,4.25,2013,11,15
2013-11-15,319.0,80.2,0.292,20.931,36.59,221.5,0.0,0.0,19.1,4.37,0.008,61.1,4.7,107.0,5.5,1.02,2013,11,15
2013-11-15,319.0,99.1,0.136,19.67,36.587,208.1,0.68,0.0,9.69,2.49,0.005,59.8,4.7,128.0,4.8,2.72,2013,11,15
2013-11-15,319.0,120.8,0.049,19.118,36.58,201.1,1.94,0.06,6.17,2.17,0.004,58.1,4.8,99.0,3.1,0.19,2013,11,15
2013-11-15,319.0,142.0,0.01,18.821,36.573,200.4,2.87,0.11,7.25,2.44,0.003,57.1,5.7,184.0,2.7,-0.01,2013,11,15
2013-12-10,344.0,3.6,0.107,22.52,36.476,218.8,0.0,0.0,19.23,3.97,0.007,66.4,3.8,70.0,7.7,4.16,2013,12,10
2013-12-10,344.0,20.2,0.107,22.525,36.476,216.8,0.0,0.0,20.14,4.15,0.007,66.0,4.5,75.0,6.8,8.31,2013,12,10
2013-12-10,344.0,40.1,0.107,22.53,36.477,216.5,0.0,0.0,16.39,3.52,0.007,64.7,4.6,78.0,6.5,2.23,2013,12,10
2013-12-10,344.0,61.4,0.127,22.531,36.475,216.3,0.0,0.0,19.75,4.15,0.008,63.6,4.3,75.0,6.7,2.47,2013,12,10
2013-12-10,344.0,81.1,0.137,22.526,36.474,216.9,0.0,0.0,13.85,3.46,0.007,61.1,4.1,82.0,5.9,5.26,2013,12,10
2013-12-10,344.0,101.1,0.156,20.083,36.568,226.3,0.07,0.0,11.54,3.14,0.006,61.1,4.3,63.0,6.3,2.71,2013,12,10
2013-12-10,344.0,121.6,0.214,19.298,36.573,211.8,0.55,0.0,7.95,2.45,0.004,60.0,4.4,84.0,5.5,1.04,2013,12,10
2013-12-10,344.0,160.6,0.068,18.632,36.553,198.6,3.22,0.14,5.67,1.87,0.003,56.6,6.6,194.0,2.4,0.51,2013,12,10
2014-03-06,65.0,20.0,0.332,20.812,36.464,223.0,0.0,0.0,29.26,3.86,0.009,63.2,3.9,97.0,5.2,7.14,2014,3,6
2014-03-06,65.0,40.0,0.439,20.797,36.464,222.8,0.0,0.0,26.16,4.64,0.011,63.2,4.0,97.0,5.0,5.01,2014,3,6
2014-03-06,65.0,60.0,0.093,20.797,36.464,222.0,0.0,0.0,12.65,2.0,0.011,63.2,4.3,110.0,2.1,4.92,2014,3,6
2014-03-06,65.0,80.0,0.234,20.778,36.464,222.0,0.0,0.0,18.44,3.08,0.009,63.2,4.3,104.0,5.0,3.58,2014,3,6
2014-03-06,65.0,100.0,0.12,20.779,36.464,222.0,0.07,0.03,7.96,1.28,0.01,63.2,4.3,110.0,1.9,5.07,2014,3,6
2014-03-06,65.0,120.0,0.02,20.783,36.502,214.6,0.6,0.04,8.36,0.87,0.004,61.7,4.7,99.0,3.9,0.0,2014,3,6
2014-04-12,102.0,4.3,0.039,20.78,36.55,222.7,0.0,0.0,28.17,4.59,0.009,64.8,3.9,47.0,6.6,5.11,2014,4,12
2014-04-12,102.0,19.7,0.107,20.754,36.552,223.1,0.0,0.0,28.72,5.6,0.012,64.7,4.1,47.0,5.9,6.17,2014,4,12
2014-04-12,102.0,41.1,0.127,20.762,36.551,222.7,0.0,0.0,27.44,5.07,0.009,64.1,4.2,49.0,6.1,4.07,2014,4,12
2014-04-12,102.0,59.8,0.166,20.491,36.545,222.2,0.0,0.0,26.52,5.6,0.011,63.8,4.3,49.0,5.8,7.33,2014,4,12
2014-04-12,102.0,79.6,0.331,20.355,36.532,222.4,0.0,0.0,20.56,5.33,0.011,61.1,3.9,50.0,6.5,2.52,2014,4,12
2014-04-12,102.0,100.0,0.283,20.234,36.533,220.5,0.09,0.0,21.83,4.93,0.02,60.6,4.1,49.0,6.1,0.83,2014,4,12
2014-04-12,102.0,119.8,0.185,20.136,36.529,221.2,0.12,0.0,16.58,4.86,0.01,59.7,4.4,37.0,5.7,1.53,2014,4,12
2014-04-12,102.0,140.4,0.107,20.006,36.521,218.8,0.41,0.0,12.18,3.31,0.007,58.9,4.5,47.0,4.2,0.54,2014,4,12
2014-04-30,120.0,3.8,0.088,21.068,36.612,222.3,0.0,0.0,18.88,4.54,0.007,45.1,14.5,37.0,6.3,7.18,2014,4,30
2014-04-30,120.0,19.5,0.088,21.088,36.612,221.9,0.0,0.0,21.68,4.93,0.009,45.1,14.5,42.0,5.6,14.09,2014,4,30
2014-04-30,120.0,39.4,0.088,21.096,36.612,221.3,0.0,0.0,21.68,4.93,0.009,45.1,14.5,42.0,5.6,8.34,2014,4,30
2014-04-30,120.0,60.8,0.098,21.085,36.61,221.3,0.0,0.0,19.37,5.0,0.008,45.1,14.5,44.0,5.6,12.82,2014,4,30
2014-04-30,120.0,79.8,0.136,20.896,36.584,221.6,0.0,0.0,17.54,5.19,0.009,45.1,14.5,35.0,5.5,7.42,2014,4,30
2014-04-30,120.0,100.8,0.292,20.614,36.547,219.6,0.0,0.0,16.71,5.19,0.009,45.1,14.5,47.0,5.1,4.02,2014,4,30
2014-04-30,120.0,121.2,0.185,20.319,36.535,217.6,0.34,0.0,10.57,3.76,0.009,45.1,14.5,42.0,4.8,0.76,2014,4,30
2014-04-30,120.0,160.7,0.039,19.974,36.555,205.1,1.16,0.04,7.21,2.98,0.006,45.1,14.5,42.0,3.8,-0.61,2014,4,30
2014-06-13,164.0,3.7,0.088,23.39,36.533,213.3,0.0,0.0,19.63,3.22,0.009,66.7,6.2,41.0,6.4,7.5,2014,6,13
2014-06-13,164.0,19.1,0.059,22.577,36.515,217.1,0.0,0.0,18.89,3.5,0.011,66.5,3.5,49.0,5.4,4.83,2014,6,13
2014-06-13,164.0,39.3,0.02,21.602,36.568,223.5,0.0,0.0,19.23,3.29,0.008,65.6,4.2,54.0,4.8,3.55,2014,6,13
2014-06-13,164.0,58.9,0.185,20.554,36.529,227.0,0.0,0.0,23.1,3.84,0.011,64.8,3.4,44.0,4.1,3.47,2014,6,13
2014-06-13,164.0,79.9,0.439,20.053,36.546,221.7,0.12,0.0,21.81,4.05,0.013,61.8,4.3,42.0,4.6,4.73,2014,6,13
2014-06-13,164.0,98.9,0.254,19.685,36.542,215.6,0.8,0.0,14.91,2.6,0.009,60.6,4.5,76.0,3.6,1.65,2014,6,13
2014-06-13,164.0,119.5,0.127,19.463,36.527,212.8,1.32,0.0,8.46,0.88,0.005,59.4,5.6,76.0,3.1,0.38,2014,6,13
2014-06-13,164.0,139.5,0.029,19.279,36.533,212.9,1.47,0.04,6.26,1.35,0.005,58.5,5.1,81.0,2.9,0.07,2014,6,13
2014-07-11,192.0,3.1,0.098,27.334,36.385,203.2,0.0,0.0,31.12,5.03,0.008,67.4,4.5,11.0,5.9,6.89,2014,7,11
2014-07-11,192.0,20.9,0.049,25.83,36.342,204.2,0.0,0.0,25.91,4.77,0.008,67.1,3.3,11.0,5.9,6.28,2014,7,11
2014-07-11,192.0,40.0,0.059,22.629,36.494,222.5,0.0,0.0,27.88,4.63,0.009,68.8,4.7,19.0,6.5,4.5,2014,7,11
2014-07-11,192.0,60.0,0.107,21.09,36.538,223.9,0.0,0.0,25.24,4.23,0.01,67.1,3.9,14.0,6.4,4.43,2014,7,11
2014-07-11,192.0,80.5,0.234,20.451,36.562,215.4,0.0,0.0,30.43,5.74,0.012,61.3,3.9,20.0,6.6,6.37,2014,7,11
2014-07-11,192.0,99.9,0.419,20.069,36.553,209.5,0.65,0.0,24.68,5.35,0.013,61.0,5.1,28.0,6.2,2.11,2014,7,11
2014-07-11,192.0,120.1,0.146,19.687,36.55,218.8,0.69,0.04,8.35,2.01,0.005,62.9,4.4,28.0,4.0,0.5,2014,7,11
2014-07-11,192.0,140.5,0.068,19.317,36.529,212.6,1.21,0.07,5.49,1.88,0.004,62.0,5.9,18.0,3.6,-0.27,2014,7,11
2014-10-29,302.0,4.0,0.098,24.741,36.371,210.1,0.0,0.0,15.28,2.99,0.008,65.4,4.8,76.0,6.7,2.69,2014,10,29
2014-10-29,302.0,20.7,0.088,24.71,36.367,209.9,0.0,0.0,15.35,3.25,0.009,62.4,5.2,78.0,6.3,4.05,2014,10,29
2014-10-29,302.0,40.7,0.176,24.292,36.346,210.6,0.0,0.0,14.54,2.99,0.009,63.9,4.1,102.0,6.6,2.36,2014,10,29
2014-10-29,302.0,60.9,0.176,23.543,36.476,211.0,0.0,0.0,16.3,3.77,0.01,63.6,4.7,106.0,5.9,2.51,2014,10,29
2014-10-29,302.0,80.0,0.254,22.891,36.486,214.3,0.0,0.0,14.0,3.64,0.01,63.8,4.3,85.0,5.0,1.74,2014,10,29
2014-10-29,302.0,99.0,0.137,21.282,36.537,195.4,0.0,0.0,8.95,2.21,0.004,54.7,5.4,85.0,3.2,0.78,2014,10,29
2014-10-29,302.0,121.4,0.097,19.542,36.545,187.7,0.0,0.0,5.96,2.14,0.004,53.8,4.2,80.0,3.3,-0.08,2014,10,29
2014-10-29,302.0,139.3,0.058,19.342,36.543,188.5,0.07,0.0,4.92,1.89,0.003,49.9,5.2,108.0,3.3,0.03,2014,10,29
2014-11-21,325.0,3.9,0.156,24.173,36.48,210.5,0.0,0.0,16.95,2.7,0.009,66.6,3.7,90.0,6.7,4.55,2014,11,21
2014-11-21,325.0,20.3,0.156,24.146,36.474,210.5,0.0,0.0,15.05,2.91,0.009,66.7,4.5,93.0,6.1,3.49,2014,11,21
2014-11-21,325.0,41.7,0.156,23.991,36.453,210.6,0.0,0.0,17.5,2.97,0.008,68.7,5.7,127.0,5.0,2.82,2014,11,21
2014-11-21,325.0,61.3,0.156,23.923,36.453,210.8,0.0,0.0,14.87,2.91,0.008,66.6,4.9,70.0,4.9,1.06,2014,11,21
2014-11-21,325.0,79.7,0.156,23.79,36.458,211.6,0.0,0.0,15.97,3.03,0.007,67.6,6.4,80.0,5.1,0.39,2014,11,21
2014-11-21,325.0,100.8,0.293,22.525,36.659,229.3,0.0,0.0,14.06,2.91,0.008,66.5,5.4,85.0,5.0,0.2,2014,11,21
2014-11-21,325.0,120.2,0.195,21.348,36.653,216.8,0.0,0.0,9.74,1.73,0.005,63.9,5.7,106.0,4.1,0.21,2014,11,21
2014-11-21,325.0,140.5,0.136,20.355,36.636,205.6,0.11,0.0,6.64,1.71,0.004,61.4,5.9,92.0,4.0,0.14,2014,11,21
2014-12-11,345.0,3.7,0.137,23.449,36.613,213.2,0.0,0.04,13.52,1.98,0.009,71.6,4.7,78.0,4.6,3.57,2014,12,11
2014-12-11,345.0,21.0,0.137,23.456,36.613,212.6,0.0,0.04,13.01,2.25,0.007,69.4,6.5,95.0,4.7,3.97,2014,12,11
2014-12-11,345.0,40.7,0.146,23.456,36.613,212.8,0.0,0.0,19.18,3.57,0.008,68.5,3.7,91.0,5.3,3.0,2014,12,11
2014-12-11,345.0,59.0,0.146,23.459,36.613,212.5,0.0,0.0,14.44,2.18,0.008,69.8,6.5,78.0,5.5,2.21,2014,12,11
2014-12-11,345.0,80.6,0.176,23.457,36.613,213.5,0.0,0.0,14.4,2.38,0.009,70.9,5.3,66.0,5.2,0.86,2014,12,11
2014-12-11,345.0,99.4,0.263,22.157,36.625,220.4,0.39,0.0,14.72,2.85,0.01,63.1,4.5,80.0,4.5,1.04,2014,12,11
2014-12-11,345.0,120.4,0.166,20.587,36.589,210.5,0.67,0.0,8.31,1.33,0.005,64.1,6.4,83.0,4.2,0.25,2014,12,11
2014-12-11,345.0,138.9,0.088,20.174,36.596,201.3,1.02,0.0,4.45,0.99,0.004,60.1,6.5,92.0,3.7,0.08,2014,12,11
2015-02-04,35.0,4.3,0.263,20.907,36.347,220.3,0.18,0.07,15.81,4.09,0.013,63.8,3.9,62.0,6.6,7.76,2015,2,4
2015-02-04,35.0,20.8,0.283,20.914,36.309,220.3,0.0,0.0,18.82,4.6,0.013,63.9,4.7,86.0,7.0,9.19,2015,2,4
2015-02-04,35.0,40.0,0.263,20.915,36.276,220.3,0.0,0.0,16.62,3.97,0.013,63.9,3.9,82.0,6.5,5.34,2015,2,4
2015-02-04,35.0,60.7,0.244,20.915,36.238,220.2,0.0,0.0,16.86,4.09,0.013,63.7,3.1,63.0,4.2,2.44,2015,2,4
2015-02-04,35.0,81.2,0.253,20.911,36.195,220.2,0.0,0.0,17.65,4.02,0.013,66.4,3.3,88.0,6.3,1.15,2015,2,4
2015-02-04,35.0,99.9,0.244,20.872,36.14,219.9,0.05,0.0,20.4,4.41,0.006,65.1,4.7,61.0,6.3,0.16,2015,2,4
2015-02-04,35.0,122.1,0.244,20.643,36.077,220.3,0.05,0.0,13.65,2.96,0.006,63.0,3.4,61.0,6.3,0.11,2015,2,4
2015-02-04,35.0,141.6,0.117,20.097,36.031,213.4,0.52,0.0,8.43,2.1,0.006,62.0,5.9,77.0,5.3,0.02,2015,2,4
2015-03-13,72.0,5.1,0.263,20.093,36.531,228.0,0.0,0.0,20.81,3.85,0.013,56.7,3.5,56.0,7.4,8.25,2015,3,13
2015-03-13,72.0,19.7,0.234,20.089,36.529,227.6,0.0,0.0,16.76,3.91,0.013,57.6,3.2,65.0,7.9,9.51,2015,3,13
2015-03-13,72.0,41.4,0.273,19.963,36.52,227.6,0.0,0.04,17.11,3.35,0.01,57.5,3.7,74.0,7.0,14.59,2015,3,13
2015-03-13,72.0,60.1,0.253,19.905,36.517,227.4,0.0,0.0,19.25,3.66,0.01,57.6,4.1,98.0,7.5,5.24,2015,3,13
2015-03-13,72.0,80.1,0.273,19.897,36.517,227.1,0.0,0.0,26.43,6.08,0.012,58.4,3.8,85.0,7.0,1.42,2015,3,13
2015-03-13,72.0,100.3,0.283,19.899,36.518,223.1,0.34,0.0,16.76,3.79,0.018,58.4,5.0,96.0,7.0,1.19,2015,3,13
2015-03-13,72.0,120.3,0.195,19.9,36.519,222.3,0.43,0.0,13.47,2.98,0.015,58.7,3.9,84.0,6.3,0.27,2015,3,13
2015-03-13,72.0,142.5,0.224,19.901,36.519,222.7,0.47,0.0,31.94,7.7,0.007,58.2,4.0,68.0,6.2,-0.06,2015,3,13
2015-04-09,99.0,3.3,0.068,21.435,36.668,221.6,0.0,0.0,18.41,4.52,0.008,66.9,3.4,67.0,6.3,6.44,2015,4,9
2015-04-09,99.0,20.2,0.059,21.352,36.669,219.9,0.0,0.0,22.78,4.84,0.013,67.1,4.4,50.0,4.8,4.81,2015,4,9
2015-04-09,99.0,40.1,0.098,21.179,36.657,222.9,0.0,0.0,26.56,6.21,0.01,65.6,4.0,53.0,4.5,4.33,2015,4,9
2015-04-09,99.0,60.3,0.136,20.181,36.585,225.1,0.0,0.0,26.89,6.99,0.012,64.0,2.9,58.0,5.9,5.39,2015,4,9
2015-04-09,99.0,79.7,0.331,20.006,36.569,225.9,0.0,0.0,26.58,7.11,0.013,63.8,3.0,65.0,6.5,7.26,2015,4,9
2015-04-09,99.0,99.9,0.263,19.876,36.579,223.9,0.09,0.0,20.38,8.03,0.01,63.3,3.8,71.0,5.6,2.51,2015,4,9
2015-04-09,99.0,119.5,0.127,19.799,36.569,222.8,0.2,0.0,11.17,6.28,0.008,60.2,3.8,40.0,4.3,0.36,2015,4,9
2015-04-09,99.0,141.3,0.029,19.765,36.571,219.3,0.37,0.0,8.09,5.04,0.006,58.9,5.0,82.0,3.8,-0.15,2015,4,9
2015-04-24,114.0,5.2,0.039,22.689,36.72,216.3,0.0,0.0,19.22,2.95,0.006,65.8,3.8,48.0,6.5,0.56,2015,4,24
2015-04-24,114.0,20.8,0.049,22.551,36.745,216.7,0.0,0.0,19.62,3.54,0.007,65.9,4.4,56.0,5.7,2.87,2015,4,24
2015-04-24,114.0,40.2,0.059,22.398,36.742,217.4,0.0,0.0,19.93,3.67,0.009,65.9,4.1,44.0,4.7,2.23,2015,4,24
2015-04-24,114.0,61.6,0.088,22.063,36.712,217.4,0.0,0.0,23.95,3.41,0.009,63.4,2.5,64.0,5.5,3.78,2015,4,24
2015-04-24,114.0,80.4,0.078,21.841,36.694,221.3,0.0,0.0,19.36,2.24,0.008,64.6,4.6,58.0,5.9,1.48,2015,4,24
2015-04-24,114.0,98.9,0.195,21.534,36.673,218.4,0.0,0.0,20.46,3.61,0.008,61.6,4.2,43.0,6.4,1.3,2015,4,24
2015-04-24,114.0,119.5,0.312,21.004,36.615,212.6,0.05,0.0,18.02,3.73,0.009,61.6,3.9,58.0,5.8,0.74,2015,4,24
2015-04-24,114.0,140.5,0.292,20.383,36.562,213.3,0.14,0.0,15.63,3.15,0.007,55.1,3.4,56.0,5.2,0.05,2015,4,24
2015-05-13,133.0,3.2,0.059,22.281,36.589,221.2,0.09,0.05,27.17,4.64,0.014,59.7,4.1,70.0,5.9,9.74,2015,5,13
2015-05-13,133.0,21.0,0.059,20.754,36.613,225.5,0.08,0.08,24.85,4.45,0.011,59.7,4.3,86.0,6.0,7.4,2015,5,13
2015-05-13,133.0,40.6,0.068,20.209,36.592,227.3,0.08,0.11,23.23,4.5,0.009,58.5,5.1,57.0,5.8,6.9,2015,5,13
2015-05-13,133.0,60.1,0.107,19.926,36.587,226.9,0.08,0.08,20.55,3.02,0.014,56.1,4.5,52.0,6.4,6.76,2015,5,13
2015-05-13,133.0,79.3,0.302,19.805,36.585,223.7,0.14,0.08,28.01,4.32,0.013,56.6,4.2,66.0,6.6,10.03,2015,5,13
2015-05-13,133.0,100.0,0.312,19.744,36.582,216.4,0.51,0.08,15.11,3.66,0.014,53.9,5.6,66.0,5.3,-1.06,2015,5,13
2015-05-13,133.0,119.8,0.107,19.656,36.579,213.7,0.86,0.57,9.63,2.96,0.006,54.1,4.9,80.0,4.0,-0.39,2015,5,13
2015-05-13,133.0,139.8,0.058,19.536,36.575,208.5,1.11,0.65,6.55,2.19,0.006,51.6,5.1,88.0,4.2,0.66,2015,5,13
2015-06-24,175.0,4.5,0.02,26.481,36.63,204.5,0.06,0.09,17.77,2.45,0.008,62.4,4.5,50.0,7.1,0.94,2015,6,24
2015-06-24,175.0,19.2,0.029,24.543,36.644,217.9,0.05,0.04,22.93,3.21,0.008,63.0,4.3,62.0,2.8,3.81,2015,6,24
2015-06-24,175.0,39.8,0.039,21.557,36.599,226.2,0.05,0.04,23.7,2.01,0.012,62.2,5.3,65.0,7.3,4.09,2015,6,24
